"","id","region","religion","full.time","sexual.orientation","income","hispanic","race.household","ballot","SES","childhood.income","race","sex","hours.worked.last.week","self.employed","marital.status","num.kids","age","education","education.pa","education.ma","education.spouse","family.income","hispanic.yn"
"506",652,"Middle atlantic","None","Part-time","Not applicable",3510,"Not hispanic","White","Ballot a",64.5,"Above average","White","Male",50,"Someone else","Never married",0,33,19,"19","14","Not applicable","$7 000 to 7 999","Yes"
"507",653,"Middle atlantic","None","Not applicable","Not applicable",0,"Not hispanic","White","Ballot a",37.6,"Above average","White","Female",NA,"Someone else","Never married",0,31,13,"15","16","Not applicable",NA,"Yes"
"508",654,"Middle atlantic","Protestant","Full-time","Heterosexual or straight",25740,"Not hispanic","White","Ballot b",92.8,"Average","White","Female",40,"Someone else","Never married",0,30,20,"16","18","Not applicable","$50000 to 59999","Yes"
"509",657,"Middle atlantic","None","Not applicable","Gay, lesbian, or homosexual",0,"Not hispanic","Black","Ballot c",38.8,"Below average","Black","Male",16,"Someone else","Never married",0,47,12,"Not applicable","13","Not applicable","$8 000 to 9 999","Yes"
"510",658,"Middle atlantic","Protestant","Not applicable","Heterosexual or straight",0,"Not hispanic","Black","Ballot c",13.6,"Average","Black","Male",NA,"Someone else","Never married",3,58,12,"Not applicable",NA,"Not applicable","$10000 to 12499","Yes"
"511",659,"Middle atlantic","Jewish","Full-time","Heterosexual or straight",7605,"Not hispanic","Black","Ballot b",46,"Below average","Black","Male",60,"Self-employed","Married",3,52,15,"8","12","14","$22500 to 24999","Yes"
"512",660,"Middle atlantic","Protestant","Full-time","Not applicable",15210,"Not hispanic","Black","Ballot a",35.8,"Below average","Black","Female",40,"Someone else","Separated",3,49,16,"Not applicable","16","Not applicable","$90000 to $109999","Yes"
"513",663,"Middle atlantic","Buddhism","Full-time","Heterosexual or straight",31590,"Not hispanic","White","Ballot b",80.7,"Average","White","Female",20,"Someone else","Never married",0,36,19,"14","13","Not applicable","$60000 to 74999","Yes"
"514",665,"Middle atlantic","Christian","Full-time","Not applicable",15210,"Not hispanic","White","Ballot a",51.7,"Below average","White","Female",40,"Someone else","Married",3,61,12,"12","11","12","$110000 to $129999","Yes"
"515",666,"Middle atlantic","None","Full-time","Heterosexual or straight",31590,"Not hispanic","White","Ballot c",42.2,"Average","White","Male",38,"Someone else","Married",2,40,13,"15","12","15","$60000 to 74999","Yes"
"516",667,"Middle atlantic","Catholic","Not applicable","Heterosexual or straight",0,"Not hispanic","White","Ballot b",14.6,"Average","White","Female",NA,"Someone else","Never married",2,27,12,"12","12","Not applicable","$60000 to 74999","Yes"
"517",668,"Middle atlantic","Catholic","Not applicable","Not applicable",0,"Not hispanic","White","Ballot a",57.1,"Below average","White","Female",NA,"Someone else","Married",1,57,12,"Not applicable","11","12","$50000 to 59999","Yes"
"518",669,"Middle atlantic","Protestant","Part-time","Heterosexual or straight",15210,"Not hispanic","Black","Ballot c",39.9,"Below average","Black","Male",55,"Someone else","Never married",0,27,12,"12","12","Not applicable","$30000 to 34999","Yes"
"519",672,"Middle atlantic","None","Full-time","Not applicable",21060,"Not hispanic","White","Ballot a",33.4,"Above average","White","Female",43,"Someone else","Divorced",3,57,12,"12","12","Not applicable","$40000 to 49999","Yes"
"520",673,"Middle atlantic","Jewish","Part-time","Bisexual",7605,"Not hispanic","White","Ballot c",12.6,"Below average","White","Female",22,"Someone else","Never married",1,27,14,"Not applicable","18","Not applicable","$30000 to 34999","Yes"
"521",674,"Middle atlantic","Protestant","Part-time","Heterosexual or straight",6435,"Puerto rican","White","Ballot b",13.6,"Above average","Other","Female",NA,"Someone else","Married",2,28,12,"12","12","12","$25000 to 29999","No"
"522",675,"Middle atlantic","Catholic","Full-time","Not applicable",936,"Puerto rican","White","Ballot a",63.7,"Far below average","Other","Female",40,"Someone else","Never married",1,33,11,NA,"7","Not applicable","$35000 to 39999","No"
"523",676,"Middle atlantic","Hinduism","Full-time","Heterosexual or straight",46800,"Not hispanic","Asiatic, oriental","Ballot c",67.7,"Average","Other","Male",50,"Someone else","Married",1,39,18,"12","15","15","$130000 to $149999","Yes"
"524",677,"Middle atlantic","None","Full-time","Heterosexual or straight",11115,"Not hispanic","White","Ballot b",71.7,"Far above average","White","Male",42,"Someone else","Never married",0,27,16,"12","18","Not applicable","$22500 to 24999","Yes"
"525",678,"Middle atlantic","Hinduism","Full-time","Not applicable",2574,"Not hispanic","Asiatic, oriental","Ballot a",80.7,NA,"Other","Male",40,"Someone else","Never married",0,34,18,"15","12","Not applicable","$5 000 to 5 999","Yes"
"526",679,"Middle atlantic","Catholic","Full-time","Heterosexual or straight",38610,"Puerto rican","Other, mixed","Ballot c",65.3,"Below average","White","Male",70,"Someone else","Never married",3,28,15,"Not applicable","12","Not applicable","$75000 to $89999","No"
"527",680,"Middle atlantic","None","Full-time","Heterosexual or straight",31590,"Not hispanic","Black","Ballot b",54.6,"Far below average","Black","Male",35,"Someone else","Never married",0,50,16,"Not applicable","14","Not applicable","$60000 to 74999","Yes"
"528",681,"Middle atlantic","Protestant","Full-time","Heterosexual or straight",21060,"Not hispanic","Black","Ballot c",51.8,"Far below average","Black","Male",40,"Someone else","Married",4,30,14,"14","18","14","$75000 to $89999","Yes"
"529",684,"W. sou. central","Protestant","Not applicable","Not applicable",0,"Not hispanic","Black","Ballot a",32,"Below average","Black","Male",NA,"Someone else","Divorced",3,55,10,"3","9","Not applicable","$8 000 to 9 999","Yes"
"530",685,"W. sou. central","Protestant","Full-time","Not applicable",31590,"Not hispanic","Black","Ballot a",31.3,"Average","Black","Male",NA,"Someone else","Divorced",3,59,12,"12","12","Not applicable","$110000 to $129999","Yes"
"531",686,"W. sou. central","Protestant","Not applicable","Heterosexual or straight",11115,"Not hispanic","Black","Ballot c",35.8,"Far below average","Black","Female",40,"Someone else","Separated",3,60,13,"Not applicable",NA,"Not applicable","$30000 to 34999","Yes"
"532",689,"W. sou. central","Protestant","Full-time","Not applicable",11115,"Not hispanic","Black","Ballot c",24.2,"Average","Black","Female",36,"Someone else","Married",0,48,14,"6","0","18","$40000 to 49999","Yes"
"533",690,"W. sou. central","Protestant","Full-time","Not applicable",25740,"Not hispanic","Black","Ballot c",38.8,"Below average","Black","Male",40,"Someone else","Married",0,27,12,"Not applicable","12","16","$50000 to 59999","Yes"
"534",691,"W. sou. central","None","Full-time","Not applicable",0,"Salvadorian","White","Ballot a",56.9,"Average","White","Female",30,"Someone else","Married",3,33,12,NA,"6","12","$50000 to 59999","No"
"535",693,"W. sou. central","Protestant","Full-time","Not applicable",9945,"Not hispanic","Black","Ballot a",17.5,"Far below average","Black","Male",40,"Someone else","Separated",3,56,11,NA,"15","Not applicable","$22500 to 24999","Yes"
"536",694,"W. sou. central","Catholic","Full-time","Not applicable",12870,"Mexican, mexican american, chicano/a","White","Ballot a",24.1,"Average","White","Male",NA,"Someone else","Married",3,53,9,"1","0","8","$25000 to 29999","No"
"537",695,"W. sou. central","Protestant","Part-time","Not applicable",3042,"Not hispanic","Black","Ballot c",31.2,"Average","Other","Male",8,"Self-employed","Never married",5,32,12,"12","12","Not applicable","$6 000 to 6 999","Yes"
"538",697,"W. sou. central","Catholic","Full-time","Heterosexual or straight",46800,"Mexican, mexican american, chicano/a","White","Ballot b",25.2,"Average","White","Male",84,"Self-employed","Married",3,42,7,"6","5","7","$90000 to $109999","No"
"539",698,"W. sou. central",NA,"Not applicable",NA,7605,"Not hispanic","Other, mixed","Ballot b",37.2,"Average","Black","Female",40,"Someone else","Never married",0,28,12,"Not applicable","12","Not applicable","$15000 to 17499","Yes"
"540",700,"W. sou. central","Catholic","Full-time","Heterosexual or straight",21060,"Mexican, mexican american, chicano/a","White","Ballot c",52.1,"Average","Other","Male",40,"Someone else","Married",2,40,13,"12","10","14","$60000 to 74999","No"
"541",701,"W. sou. central","None","Full-time","Heterosexual or straight",0,"Not hispanic","White","Ballot b",31.1,"Average","White","Male",84,"Self-employed","Never married",1,44,11,"16","12","Not applicable","$75000 to $89999","Yes"
"542",703,"W. sou. central","None","Not applicable","Not applicable",0,"Not hispanic","Asiatic, oriental","Ballot a",87.9,"Below average","Other","Female",NA,"Someone else","Married",0,35,16,"16","12","16","$4 000 to 4 999","Yes"
"543",704,"W. sou. central","Protestant","Not applicable","Not applicable",0,"Not hispanic","White","Ballot a",26.1,"Below average","White","Female",NA,"Someone else","Married",2,64,12,"9","Not applicable","14","$75000 to $89999","Yes"
"544",705,"W. sou. central","Protestant","Full-time","Heterosexual or straight",25740,"Not hispanic","Black","Ballot b",80.9,"Above average","Black","Female",1,"Someone else","Divorced",3,40,16,"16","16","Not applicable","$50000 to 59999","Yes"
"545",706,"W. sou. central","Protestant","Part-time","Heterosexual or straight",3042,"Dominican","Black","Ballot b",50.3,"Average","Black","Female",40,"Someone else","Divorced",2,36,19,"18","18","Not applicable","$25000 to 29999","No"
"546",707,"W. sou. central","Catholic","Full-time","Heterosexual or straight",0,"Mexican, mexican american, chicano/a","White","Ballot c",13.6,"Far below average","White","Female",54,"Someone else","Married",2,51,12,"8","3","6","$30000 to 34999","No"
"547",708,"W. sou. central","None","Full-time","Heterosexual or straight",17550,"Mexican, mexican american, chicano/a","White","Ballot b",61.4,"Above average","White","Male",45,"Someone else","Married",3,54,9,"3","6","10","$50000 to 59999","No"
"548",709,"W. sou. central","Catholic","Full-time","Not applicable",25740,"Mexican, mexican american, chicano/a","White","Ballot a",51.9,"Average","White","Male",40,"Someone else","Separated",3,36,12,"Not applicable","9","Not applicable","$60000 to 74999","No"
"549",710,"W. sou. central","Catholic","Full-time","Not applicable",8775,"Mexican, mexican american, chicano/a","White","Ballot b",12.6,"Far below average","White","Female",NA,"Someone else","Separated",6,44,6,"0","0","Not applicable","$17500 to 19999","No"
"550",711,"W. sou. central","None","Part-time","Heterosexual or straight",2574,"Cuban","White","Ballot c",36.2,"Far below average","Black","Male",72,"Someone else","Married",1,37,12,"12","17","17","$50000 to 59999","No"
"551",712,"W. sou. central","Catholic","Full-time","Heterosexual or straight",936,"Cuban","White","Ballot b",20.7,"Average","White","Female",77,"Someone else","Divorced",1,50,18,"Not applicable","0","Not applicable",NA,"No"
"552",713,"W. sou. central","Catholic","Full-time","Not applicable",9945,"Cuban","White","Ballot a",38.1,"Far below average","Other","Female",50,"Someone else","Married",0,25,16,"17","20","12","$30000 to 34999","No"
"553",714,"W. sou. central","Protestant","Full-time","Not applicable",9945,"Honduran","White","Ballot c",45.4,"Far below average","Other","Male",40,"Someone else","Separated",3,44,0,"0","0","Not applicable","$20000 to 22499","No"
"554",716,"W. sou. central","None","Full-time","Not applicable",17550,"Cuban","White","Ballot a",19.7,"Below average","White","Female",65,"Someone else","Separated",3,40,6,"12","9","Not applicable","$60000 to 74999","No"
"555",717,"W. sou. central","Catholic","Not applicable","Heterosexual or straight",0,"Mexican, mexican american, chicano/a","White","Ballot c",-1,"Below average","Other","Female",NA,"Not applicable","Married",3,28,12,"14","12","12","$22500 to 24999","No"
"556",718,"W. sou. central","Catholic","Not applicable","Heterosexual or straight",0,"Mexican, mexican american, chicano/a","White","Ballot b",38.8,"Average","White","Female",NA,"Someone else","Married",3,40,12,"17","6","17","$20000 to 22499","No"
"557",719,"W. sou. central","Protestant","Full-time","Not applicable",21060,"Nicaraguan","Other, mixed","Ballot a",61.9,"Below average","Other","Female",40,"Someone else","Married",0,59,14,"Not applicable","6","13","$50000 to 59999","No"
"558",720,"W. sou. central",NA,"Not applicable","Heterosexual or straight",0,"Mexican, mexican american, chicano/a","White","Ballot b",-1,"Above average","White","Female",NA,"Not applicable","Divorced",0,37,12,"Not applicable","12","Not applicable","Refused","No"
"559",721,"W. sou. central","None","Part-time","Not applicable",0,"Mexican, mexican american, chicano/a","White","Ballot a",61.4,"Below average","White","Male",48,"Someone else","Never married",0,26,17,"12","12","Not applicable","$35000 to 39999","No"
"560",722,"W. sou. central","Catholic","Full-time","Heterosexual or straight",31590,"Mexican, mexican american, chicano/a","White","Ballot c",27,"Average","White","Male",68,"Self-employed","Married",1,27,14,"12","12","16","$150000 to $169999","No"
"561",724,"W. sou. central","Protestant","Part-time","Not applicable",2574,"Salvadorian","White","Ballot c",27,"Below average","White","Female",10,"Someone else","Never married",1,53,12,"12","6","Not applicable","Refused","No"
"562",725,"W. sou. central","Protestant","Not applicable","Not applicable",0,"Not hispanic","Black","Ballot a",39.7,"Average","Black","Male",NA,"Someone else","Divorced",6,52,12,"10","11","Not applicable","Refused","Yes"
"563",726,"W. sou. central","Catholic","Full-time","Heterosexual or straight",17550,"Mexican, mexican american, chicano/a","White","Ballot b",62.6,"Average","White","Male",40,"Someone else","Divorced",0,42,14,"Not applicable","12","Not applicable","$35000 to 39999","No"
"564",727,"W. sou. central","None","Part-time","Not applicable",936,"Mexican, mexican american, chicano/a","White","Ballot c",27,"Far above average","White","Female",10,"Someone else","Married",5,60,6,"0","0","6","$10000 to 12499","No"
"565",728,"W. sou. central","None","Full-time","Heterosexual or straight",65520,"Not hispanic","White","Ballot c",62,"Below average","White","Male",40,"Someone else","Divorced",2,60,16,"11","12","Not applicable","$130000 to $149999","Yes"
"566",729,"W. sou. central","Protestant","Full-time","Not applicable",38610,"Not hispanic","Black","Ballot a",80.7,"Above average","Black","Female",NA,"Someone else","Divorced",2,59,16,"16","16","Not applicable","$75000 to $89999","Yes"
"567",730,"W. sou. central","None","Full-time","Not applicable",0,"Mexican, mexican american, chicano/a","White","Ballot a",54.3,"Below average","Other","Male",NA,"Someone else","Divorced",1,57,14,"3","5","Not applicable","$6 000 to 6 999","No"
"568",731,"South atlantic","Protestant","Full-time","Heterosexual or straight",234,"Not hispanic","Black","Ballot b",20.1,"Below average","Black","Female",25,"Someone else","Never married",0,30,13,"Not applicable","12","Not applicable","$3 000 to 3 999","Yes"
"569",732,"South atlantic","Protestant","Full-time","Heterosexual or straight",11115,"Not hispanic","Black","Ballot c",80.9,"Below average","White","Female",NA,"Someone else","Never married",2,37,14,"Not applicable","14","Not applicable","$22500 to 24999","Yes"
"570",733,"South atlantic","Catholic","Part-time","Heterosexual or straight",3042,"Latino/a","Other, mixed","Ballot c",13.6,"Far below average","White","Female",NA,"Someone else","Never married",4,40,14,"12","3","Not applicable",NA,"No"
"571",734,"South atlantic","Protestant","Full-time","Heterosexual or straight",2106,"Not hispanic","Black","Ballot b",17.1,"Average","Black","Male",40,"Someone else","Married",1,33,15,"12","12","15","$4 000 to 4 999","Yes"
"572",735,"South atlantic","Protestant","Full-time","Heterosexual or straight",17550,"Not hispanic","Black","Ballot c",57.8,"Below average","Black","Female",NA,"Someone else","Divorced",3,51,15,"16","4","Not applicable","$35000 to 39999","Yes"
"573",736,"South atlantic","Protestant","Full-time","Heterosexual or straight",31590,"Not hispanic","White","Ballot b",46.2,"Average","White","Male",45,"Someone else","Married",2,46,14,"13","12","14","$75000 to $89999","Yes"
"574",737,"South atlantic","Protestant","Full-time","Heterosexual or straight",31590,"Not hispanic","Black","Ballot b",82.5,"Above average","Black","Female",60,"Someone else","Married",0,52,16,"12","15","12","$90000 to $109999","Yes"
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",740,"South atlantic","Protestant","Full-time","Heterosexual or straight",15210,"Not hispanic","White","Ballot c",76.3,"Average","White","Female",32,"Someone else","Married",0,56,16,"12","8","12","$75000 to $89999","Yes"
"577",741,"South atlantic",NA,"Full-time","Not applicable",15210,"Not hispanic","White","Ballot a",59.1,"Average","White","Male",48,"Someone else","Married",1,25,12,"11","10","13","$110000 to $129999","Yes"
"578",742,"South atlantic","Protestant","Full-time","Not applicable",31590,"Not hispanic","White","Ballot a",21.8,"Below average","White","Female",58,"Someone else","Divorced",2,48,13,"16","Not applicable","Not applicable","$75000 to $89999","Yes"
"579",743,"South atlantic","Other","Not applicable","Heterosexual or straight",0,"Not hispanic","White","Ballot c",26.5,"Above average","White","Male",NA,"Someone else","Divorced",1,61,12,"13","12","Not applicable","$17500 to 19999","Yes"
"580",745,"South atlantic","None","Part-time","Not applicable",0,"Mexican, mexican american, chicano/a","Other, mixed","Ballot a",12.6,"Average","Other","Female",20,"Self-employed","Married",2,36,6,"6","6","6","$130000 to $149999","No"
"581",746,"South atlantic","Catholic","Part-time","Heterosexual or straight",5265,"Not hispanic","Black","Ballot c",13.6,"Average","Black","Female",30,"Someone else","Never married",0,28,15,"15","15","Not applicable",NA,"Yes"
"582",748,"South atlantic","Moslem/islam","Full-time","Heterosexual or straight",11115,"Not hispanic","Black","Ballot c",37.2,"Above average","Black","Female",55,"Someone else","Never married",0,29,15,"12","12","Not applicable","$30000 to 34999","Yes"
"583",750,"South atlantic","Other","Full-time","Heterosexual or straight",12870,"Not hispanic","White","Ballot b",64.5,"Below average","Black","Male",40,"Someone else","Never married",0,35,16,"Not applicable","15","Not applicable","$40000 to 49999","Yes"
"584",751,"South atlantic","Protestant","Full-time","Heterosexual or straight",5265,"Not hispanic","Black","Ballot c",41.1,"Below average","Black","Female",40,"Someone else","Divorced",1,38,14,"8","8","Not applicable","$12500 to 14999","Yes"
"585",752,"South atlantic","Protestant","Full-time","Not applicable",21060,"Not hispanic","Black","Ballot b",20.1,"Far below average","Black","Female",40,"Someone else","Never married",1,31,14,"20","16","Not applicable","$40000 to 49999","Yes"
"586",753,"South atlantic","Protestant","Part-time","Heterosexual or straight",7605,"Not hispanic","Black","Ballot b",33.4,"Average","Black","Female",33,"Someone else","Never married",0,42,14,"Not applicable","12","Not applicable","$15000 to 17499","Yes"
"587",755,"South atlantic","Catholic","Full-time","Heterosexual or straight",7605,"Mexican, mexican american, chicano/a","Other, mixed","Ballot b",20.7,NA,"Other","Female",16,"Someone else","Widowed",2,31,10,"Not applicable","10","Not applicable",NA,"No"
"588",757,"South atlantic","Protestant","Full-time","Heterosexual or straight",31590,"Puerto rican","White","Ballot c",73.5,"Far below average","White","Female",40,"Someone else","Married",2,48,16,"6","3","12","$90000 to $109999","No"
"589",759,"South atlantic","Protestant","Full-time","Heterosexual or straight",21060,"Not hispanic","Black","Ballot c",25,"Below average","Black","Male",75,"Someone else","Never married",6,42,12,"Not applicable","12","Not applicable","$90000 to $109999","Yes"
"590",760,"South atlantic","None","Part-time","Not applicable",8775,"Not hispanic","White","Ballot a",69.5,"Average","White","Female",46,"Someone else","Married",1,65,14,"10","12","15","$110000 to $129999","Yes"
"591",761,"South atlantic","None","Not applicable","Gay, lesbian, or homosexual",0,"Not hispanic","White","Ballot b",54.6,"Far below average","White","Female",NA,"Self-employed","Divorced",3,44,11,"10","8","Not applicable","$110000 to $129999","Yes"
"592",763,"South atlantic","Protestant","Full-time","Not applicable",56160,"Not hispanic","White","Ballot a",69.3,"Average","White","Female",40,"Someone else","Married",3,62,14,"12","12","10","$110000 to $129999","Yes"
"593",764,"South atlantic","Catholic","Part-time","Heterosexual or straight",5265,"Not hispanic","White","Ballot c",59.1,"Above average","White","Male",40,"Someone else","Divorced",2,51,8,"Not applicable","12","Not applicable","$10000 to 12499","Yes"
"594",766,"South atlantic","Protestant","Full-time","Heterosexual or straight",17550,"Not hispanic","White","Ballot c",71.6,"Above average","White","Female",60,"Someone else","Divorced",1,28,12,"Not applicable","6","Not applicable","$75000 to $89999","Yes"
"595",769,"South atlantic","Protestant","Full-time","Heterosexual or straight",0,"Not hispanic","White","Ballot c",43,"Above average","White","Female",39,"Someone else","Married",3,53,12,"11","12","13",NA,"Yes"
"596",770,"South atlantic","Protestant","Full-time","Not applicable",12870,"Not hispanic","Black","Ballot a",28.7,"Far below average","Black","Female",40,"Someone else","Married",2,40,15,"Not applicable","14","18","$150000 to $169999","Yes"
"597",771,"South atlantic","Catholic","Full-time","Heterosexual or straight",46800,"Not hispanic","White","Ballot c",67.7,"Average","White","Male",60,"Someone else","Married",1,51,16,"19","18","16","$150000 to $169999","Yes"
"598",772,"South atlantic","Protestant","Not applicable","Heterosexual or straight",0,"Not hispanic","Black","Ballot c",20.5,"Above average","Black","Male",NA,"Someone else","Divorced",3,65,13,"12","16","Not applicable","$60000 to 74999","Yes"
"599",773,"South atlantic","Protestant","Full-time","Not applicable",8775,"Not hispanic","Black","Ballot a",64.5,"Above average","Black","Female",24,"Someone else","Divorced",2,51,13,"6","16","Not applicable","$35000 to 39999","Yes"
"600",774,"South atlantic","Protestant","Full-time","Not applicable",46800,"Not hispanic","Black","Ballot a",60.3,"Below average","Black","Male",40,"Someone else","Married",2,60,14,"Not applicable","5","6","$90000 to $109999","Yes"
"601",775,"South atlantic","Protestant","Part-time","Heterosexual or straight",8775,"Not hispanic","Black","Ballot c",84,"Below average","Black","Male",21,"Self-employed","Divorced",3,57,12,"Not applicable","12","Not applicable","$50000 to 59999","Yes"
"602",777,"South atlantic","Protestant","Not applicable","Not applicable",0,"Not hispanic","Black","Ballot c",-1,"Far below average","Black","Female",NA,"Not applicable","Married",3,53,12,"9","8","10","$3 000 to 3 999","Yes"
"603",778,"South atlantic","Protestant","Full-time","Heterosexual or straight",3042,"Not hispanic","Black","Ballot b",63.3,"Average","Black","Female",40,"Someone else","Never married",2,37,16,NA,"12","Not applicable","$10000 to 12499","Yes"
"604",779,"South atlantic","Protestant","Full-time","Not applicable",15210,"Not hispanic","Black","Ballot a",25.2,"Below average","Black","Male",40,"Someone else","Never married",1,56,12,"9","9","Not applicable","$30000 to 34999","Yes"
"605",780,"South atlantic","Protestant","Not applicable","Not applicable",0,"Not hispanic","Black","Ballot b",21.8,"Average","Black","Female",NA,"Someone else","Divorced",2,59,12,NA,NA,"Not applicable","$20000 to 22499","Yes"
"606",782,"South atlantic","Catholic","Full-time","Heterosexual or straight",21060,"Not hispanic","White","Ballot b",70.4,"Average","White","Male",55,"Someone else","Never married",0,59,11,"16","16","Not applicable","$40000 to 49999","Yes"
"607",784,"South atlantic","None","Full-time","Heterosexual or straight",12870,"Cuban","White","Ballot b",60.5,"Average","White","Male",50,"Someone else","Married",4,56,17,"9","12",NA,"$25000 to 29999","No"
"608",785,"South atlantic","Protestant","Full-time","Heterosexual or straight",15210,"Not hispanic","Black","Ballot b",21.8,"Far below average","Black","Female",55,"Someone else","Married",3,56,12,"Not applicable","10","12","$30000 to 34999","Yes"
"609",789,"South atlantic",NA,"Full-time","Not applicable",12870,"Not hispanic","Black","Ballot c",20.7,"Below average","Black","Male",80,"Someone else","Divorced",5,51,12,"Not applicable","10","Not applicable","$30000 to 34999","Yes"
"610",790,"South atlantic","Protestant","Full-time","Heterosexual or straight",15210,"Not hispanic","Black","Ballot b",35.8,"Average","Black","Female",35,"Someone else","Married",1,56,12,"10","10","9","$40000 to 49999","Yes"
"611",791,"South atlantic","Protestant","Full-time","Not applicable",0,"Not hispanic","Black","Ballot a",45.3,"Below average","Black","Female",40,"Someone else","Married",4,47,18,NA,"12","12","$50000 to 59999","Yes"
"612",793,"South atlantic","Catholic","Part-time","Heterosexual or straight",2574,"Cuban","White","Ballot b",49.3,"Below average","White","Female",NA,"Self-employed","Never married",2,26,8,NA,"14","Not applicable","$40000 to 49999","No"
"613",794,"South atlantic","Protestant","Full-time","Heterosexual or straight",936,"Honduran","White","Ballot c",24.2,"Far below average","Black","Female",NA,"Someone else","Never married",0,27,14,"14","14","Not applicable","$30000 to 34999","No"
"614",796,"South atlantic","None","Full-time","Heterosexual or straight",15210,"Puerto rican","White","Ballot b",35.8,"Average","Black","Female",80,"Someone else","Divorced",3,33,12,"12","12","Not applicable","$40000 to 49999","No"
"615",797,"South atlantic","None","Part-time","Heterosexual or straight",7605,"Cuban","Other, mixed","Ballot c",29.9,NA,"White","Female",36,"Someone else","Never married",2,31,12,"12","12","Not applicable","$22500 to 24999","No"
"616",799,"South atlantic","None","Not applicable","Not applicable",0,"Not hispanic","White","Ballot a",43,"Above average","White","Female",NA,"Self-employed","Never married",0,51,17,"16","18","Not applicable",NA,"Yes"
"617",801,"South atlantic","Protestant","Full-time","Heterosexual or straight",0,"Not hispanic","White","Ballot c",77.4,"Average","White","Female",40,"Someone else","Divorced",2,54,16,"12","14","Not applicable","$75000 to $89999","Yes"
"618",803,"South atlantic","Protestant","Part-time","Heterosexual or straight",0,"Not hispanic","Black","Ballot b",34.7,"Above average","Black","Male",33,"Someone else","Never married",0,25,14,"12","15","Not applicable","$3 000 to 3 999","Yes"
"619",804,"South atlantic","Christian","Not applicable","Not applicable",3510,"Not hispanic","Black","Ballot a",32.6,"Average","Black","Male",40,"Someone else","Married",2,47,12,"Not applicable",NA,NA,"$7 000 to 7 999","Yes"
"620",805,"South atlantic","Protestant","Not applicable","Not applicable",0,"Not hispanic","Black","Ballot a",69.4,"Below average","Black","Male",NA,"Someone else","Married",2,65,16,"Not applicable","13","12","$40000 to 49999","Yes"
"621",807,"E. nor. central","Catholic","Full-time","Not applicable",74880,"Not hispanic","White","Ballot a",37.6,"Above average","White","Male",45,"Someone else","Married",0,46,16,"18","12","18","$150000 to $169999","Yes"
"622",808,"E. nor. central","None","Full-time","Heterosexual or straight",0,"Not hispanic","White","Ballot b",-1,"Above average","White","Male",NA,"Someone else","Divorced",0,51,12,"19","14","Not applicable","$110000 to $129999","Yes"
"623",809,"E. nor. central","None","Full-time","Not applicable",65520,"Not hispanic","White","Ballot a",87.3,"Far below average","White","Male",60,"Someone else","Married",0,53,19,"16","16","16","$130000 to $149999","Yes"
"624",810,"E. nor. central","None","Part-time","Heterosexual or straight",0,"Not hispanic","White","Ballot c",89.4,"Below average","White","Female",NA,"Someone else","Married",4,45,16,NA,"11","16","$170000 or over","Yes"
"625",812,"E. nor. central","Protestant","Full-time","Not applicable",21060,"Not hispanic","White","Ballot a",72.7,"Average","White","Female",40,"Someone else","Married",2,52,17,"12","12","15","$90000 to $109999","Yes"
"626",813,"E. nor. central","Catholic","Full-time","Heterosexual or straight",0,"Not hispanic","White","Ballot c",28.7,"Above average","White","Female",40,"Someone else","Divorced",3,56,16,"18","16","Not applicable","$110000 to $129999","Yes"
"627",814,"E. nor. central","Catholic","Full-time","Heterosexual or straight",38610,"Not hispanic","White","Ballot b",37.6,"Average","White","Male",50,"Someone else","Married",2,34,16,"12","14","16","$170000 or over","Yes"
"628",815,"E. nor. central","Protestant","Not applicable","Heterosexual or straight",0,"Not hispanic","Black","Ballot c",41.1,"Below average","Black","Female",NA,"Someone else","Never married",4,58,16,"Not applicable","7","Not applicable","$15000 to 17499","Yes"
"629",816,"E. nor. central","Protestant","Full-time","Heterosexual or straight",15210,"Not hispanic","Black","Ballot b",42.7,"Average","Black","Male",48,"Someone else","Never married",2,59,12,"15","Not applicable","Not applicable","$35000 to 39999","Yes"
"630",819,"E. nor. central","Protestant","Not applicable","Heterosexual or straight",0,"Not hispanic","Black","Ballot c",62.9,"Above average","Black","Female",NA,"Someone else","Never married",0,54,16,"14","14","Not applicable","Refused","Yes"
"631",820,"E. nor. central","None","Full-time","Not applicable",25740,"Not hispanic","Other, mixed","Ballot a",65.1,"Below average","Black","Male",48,"Someone else","Married",3,53,14,"16","14","14","$90000 to $109999","Yes"
"632",821,"E. nor. central","Protestant","Full-time","Bisexual",6435,"Not hispanic","Black","Ballot c",71.8,"Far below average","Black","Female",70,"Self-employed","Separated",2,47,14,"Not applicable","18","Not applicable","$12500 to 14999","Yes"
"633",822,"E. nor. central","Christian","Full-time","Not applicable",38610,"Not hispanic","Black","Ballot a",65.3,"Above average","Black","Male",NA,"Someone else","Married",3,47,16,"16","16","16","$170000 or over","Yes"
"634",823,"E. nor. central","None","Not applicable","Heterosexual or straight",0,"Not hispanic","Black","Ballot c",13.6,"Below average","Black","Female",NA,"Someone else","Widowed",1,63,5,"Not applicable",NA,"Not applicable","$20000 to 22499","Yes"
